Id,SalePrice
1461,132014.261954
1462,163459.799123
1463,197436.879407
1464,191065.453326
1465,186701.005536
1466,169652.328583
1467,170180.592404
1468,168120.597976
1469,178242.36482
1470,129547.212744
1471,188039.853959
1472,97536.7748006
1473,100185.449148
1474,146180.989445
1475,115258.256633
1476,376926.901992
1477,259734.764874
1478,285635.692693
1479,282521.40007
1480,531587.483381
1481,309634.609012
1482,206198.689181
1483,177951.739553
1484,166324.014199
1485,186095.031443
1486,197898.308578
1487,350190.495612
1488,224240.817066
1489,209183.133129
1490,233032.081601
1491,191557.320902
1492,96056.3699319
1493,179705.251416
1494,289632.136008
1495,280545.218966
1496,236885.626612
1497,182261.862395
1498,169143.269066
1499,163732.99271
1500,163337.17937
1501,174164.977331
1502,144793.702845
1503,296553.717105
1504,242576.087193
1505,224323.468425
1506,187087.708897
1507,255168.708803
1508,199682.513918
1509,158735.784848
1510,149999.578731
1511,144738.702371
1512,169412.202235
1513,151411.124574
1514,172537.550134
1515,184466.981033
1516,145857.274942
1517,163517.95135
1518,125379.721668
1519,217440.910766
1520,135700.86877
1521,136871.267473
1522,170277.680193
1523,112122.637538
1524,122026.720339
1525,121645.80983
1526,112574.598883
1527,102811.677083
1528,132455.693483
1529,155376.41441
1530,164899.963795
1531,105374.372706
1532,93352.2234067
1533,147476.705524
1534,121118.554808
1535,153242.951325
1536,105261.299188
1537,63393.0451567
1538,168986.335078
1539,201270.087603
1540,95742.4265892
1541,135031.053356
1542,139466.038469
1543,219131.887339
1544,74852.3003078
1545,109685.854534
1546,136581.827389
1547,142802.635596
1548,137613.194519
1549,109268.004925
1550,135566.282281
1551,108673.999238
1552,145034.31529
1553,153638.646963
1554,112936.417469
1555,166586.28409
1556,80784.9005898
1557,100347.128265
1558,100938.004607
1559,85462.697438
1560,119845.352233
1561,155114.275188
1562,131797.872774
1563,127055.359867
1564,160312.343104
1565,154865.270656
1566,222506.960606
1567,70600.9076532
1568,219591.968495
1569,142265.364007
1570,140908.327109
1571,119966.896481
1572,142614.764766
1573,252247.947224
1574,111404.743561
1575,217547.818603
1576,256133.569292
1577,201030.26377
1578,142588.148485
1579,152617.385805
1580,191966.46856
1581,149751.852499
1582,126568.608433
1583,327236.126723
1584,223835.763457
1585,140008.088888
1586,71364.1157835
1587,99048.3403674
1588,147550.790411
1589,99286.9111923
1590,131231.655596
1591,93318.9560803
1592,118156.174279
1593,125352.853456
1594,148156.731622
1595,109436.378695
1596,243718.205771
1597,183556.588474
1598,201426.38548
1599,160167.676207
1600,167476.425838
1601,61395.365625
1602,112307.768771
1603,100242.188537
1604,246055.63425
1605,236662.216575
1606,166518.036518
1607,161368.136023
1608,221900.342129
1609,191199.855676
1610,157651.749352
1611,138358.851432
1612,166896.402646
1613,171310.791351
1614,123390.08532
1615,89141.2648245
1616,71856.7104539
1617,89343.1231719
1618,124356.84997
1619,149327.721048
1620,172534.501678
1621,139212.436692
1622,138788.078613
1623,272462.658947
1624,197316.954824
1625,120575.140143
1626,158380.759737
1627,201867.513081
1628,265156.759704
1629,182968.347705
1630,400541.36232
1631,213749.273864
1632,231418.147738
1633,174603.970927
1634,189422.291426
1635,179343.739933
1636,158817.949847
1637,198470.64297
1638,184790.724068
1639,181115.823003
1640,262593.84862
1641,179925.283688
1642,229091.985952
1643,219973.152133
1644,233266.24834
1645,207094.449998
1646,168924.313444
1647,154343.013282
1648,134233.536636
1649,140904.35692
1650,118944.390029
1651,121564.688508
1652,97713.2166934
1653,100126.941913
1654,145378.391857
1655,144049.306604
1656,146288.775458
1657,149513.257385
1658,140640.303263
1659,118774.600021
1660,163732.197538
1661,470687.896939
1662,394277.33366
1663,388927.190198
1664,506970.347855
1665,309341.085008
1666,315941.672374
1667,385926.546502
1668,332881.581025
1669,283906.471936
1670,349580.311539
1671,252183.855958
1672,525812.24382
1673,297523.59539
1674,235815.137727
1675,190261.797218
1676,194072.052088
1677,222404.239004
1678,497768.257775
1679,387959.365228
1680,352017.527094
1681,253530.802124
1682,286908.691569
1683,175895.692332
1684,170287.094968
1685,172521.419616
1686,165511.57748
1687,168470.057583
1688,189847.480822
1689,202739.626032
1690,193575.916128
1691,181921.048188
1692,243832.248523
1693,173747.436109
1694,182697.753807
1695,169637.30529
1696,280075.332606
1697,169124.513405
1698,385061.077964
1699,333344.507024
1700,243575.885567
1701,260188.092992
1702,262060.05219
1703,258655.039936
1704,280630.407234
1705,214889.572795
1706,462450.541603
1707,224677.409176
1708,211624.757792
1709,273576.395926
1710,215313.463032
1711,259256.825977
1712,285160.260379
1713,281267.601392
1714,228507.557124
1715,209995.576223
1716,182857.755004
1717,164136.330902
1718,133847.909739
1719,193551.551487
1720,245810.686853
1721,163350.284807
1722,125903.176008
1723,154221.20629
1724,221272.738182
1725,236960.011647
1726,190597.345872
1727,162094.504263
1728,178623.580592
1729,174416.175946
1730,152698.438404
1731,126661.123972
1732,132062.177333
1733,126883.507859
1734,127606.331165
1735,129978.361143
1736,117932.519861
1737,303064.661689
1738,222595.624548
1739,267996.893062
1740,252412.94953
1741,203926.401667
1742,172726.310253
1743,175054.789879
1744,282065.747354
1745,229550.273388
1746,165473.090249
1747,229198.662054
1748,232471.599199
1749,151007.023033
1750,127389.920674
1751,234130.67363
1752,123121.106745
1753,145754.577958
1754,186046.375051
1755,171490.905597
1756,134334.23361
1757,127294.914511
1758,150493.203963
1759,160616.322812
1760,165305.187274
1761,139664.849106
1762,188727.233714
1763,170174.272276
1764,115800.038671
1765,161075.083385
1766,175471.901134
1767,206321.103165
1768,143577.912226
1769,169324.602104
1770,144274.014218
1771,126701.970795
1772,123271.229887
1773,143364.114274
1774,134039.71852
1775,141126.246642
1776,126496.24747
1777,122467.444845
1778,138730.400459
1779,121306.251859
1780,180312.394187
1781,126769.843536
1782,92374.5446943
1783,144578.660149
1784,108945.048096
1785,122371.951698
1786,140479.66303
1787,168157.051978
1788,56610.1839881
1789,96499.2158346
1790,77840.3894958
1791,186369.502551
1792,159214.100602
1793,123138.44322
1794,139312.978343
1795,133033.454513
1796,124494.458446
1797,115531.487965
1798,126560.98661
1799,111966.824325
1800,142268.362403
1801,135285.613771
1802,124027.858099
1803,149141.227239
1804,147062.401458
1805,134293.587172
1806,118521.84446
1807,122753.173955
1808,118509.364682
1809,119942.755514
1810,152411.88251
1811,102185.980985
1812,95879.408547
1813,124650.419761
1814,104788.220738
1815,51553.6008047
1816,101002.512166
1817,109014.616694
1818,161742.620865
1819,125416.247
1820,65504.880358
1821,112166.363927
1822,143019.321596
1823,56250.4255717
1824,133443.009282
1825,135474.861934
1826,107267.075026
1827,101971.113381
1828,135164.325523
1829,112278.408071
1830,147185.885995
1831,153844.740616
1832,75996.5295948
1833,144279.095878
1834,125097.983587
1835,119738.959891
1836,124682.005553
1837,87066.3911966
1838,126616.178744
1839,93759.4322269
1840,155555.364407
1841,136543.974638
1842,85490.4534646
1843,136472.124211
1844,137225.387966
1845,140566.75921
1846,155488.438763
1847,170264.39143
1848,58603.2162639
1849,109780.184964
1850,114327.723313
1851,157149.690998
1852,123843.365837
1853,134693.059405
1854,166973.838964
1855,151027.506576
1856,216369.058009
1857,145200.534036
1858,141893.1269
1859,118711.587556
1860,159687.018285
1861,119181.364885
1862,319073.539214
1863,300961.590925
1864,300973.537271
1865,328733.618987
1866,346011.443726
1867,234021.365758
1868,302295.910867
1869,201142.619099
1870,238469.537244
1871,242363.908869
1872,169267.900183
1873,232606.869748
1874,144065.248421
1875,202367.432284
1876,194219.066831
1877,206107.577283
1878,213422.090032
1879,126881.655328
1880,138435.898899
1881,246479.721538
1882,240254.11514
1883,190737.543142
1884,207438.411194
1885,237548.111015
1886,298449.848049
1887,203290.137033
1888,273310.466533
1889,158280.246238
1890,124995.123493
1891,137530.502323
1892,97938.4241225
1893,137709.644966
1894,123388.554544
1895,136245.663008
1896,129223.559915
1897,114216.093614
1898,106564.305306
1899,155159.730574
1900,142554.669247
1901,178058.530614
1902,141658.671616
1903,209286.208242
1904,139513.739079
1905,194489.091645
1906,175047.445658
1907,206502.323351
1908,113191.642992
1909,131763.534681
1910,116906.942943
1911,225014.604691
1912,289120.383723
1913,136171.939255
1914,72711.420705
1915,309647.796126
1916,67242.1997601
1917,246448.182265
1918,146032.295683
1919,167354.030829
1920,152644.693843
1921,433604.618218
1922,341940.738023
1923,216886.634868
1924,229897.300411
1925,187437.266155
1926,410911.300294
1927,132284.426336
1928,160043.145649
1929,131501.463241
1930,144177.134109
1931,148061.095219
1932,144417.121979
1933,195649.693069
1934,176422.785938
1935,172024.766162
1936,190897.206889
1937,182110.73148
1938,188211.454173
1939,235521.559969
1940,185643.173543
1941,175900.783292
1942,179943.496247
1943,208033.582103
1944,373932.28459
1945,430776.547685
1946,146326.349759
1947,315964.027622
1948,183542.765713
1949,247677.42656
1950,181329.969493
1951,235750.590827
1952,194775.734741
1953,172722.71944
1954,178929.915591
1955,134284.00533
1956,311523.756949
1957,153124.297947
1958,323608.799801
1959,136095.211454
1960,113687.456798
1961,125712.951979
1962,97718.5222503
1963,104879.794722
1964,115060.044917
1965,145668.299746
1966,137236.193003
1967,298511.897241
1968,462851.16594
1969,389002.341919
1970,482108.677716
1971,439570.405378
1972,389346.298122
1973,251316.22998
1974,325956.737794
1975,534139.387457
1976,268090.174932
1977,354418.233092
1978,346453.647234
1979,352203.229916
1980,199988.562466
1981,341531.825546
1982,229953.285163
1983,219735.478448
1984,165319.766034
1985,211181.279617
1986,202194.007714
1987,176864.22518
1988,177417.88899
1989,192043.389438
1990,218238.969233
1991,236243.470184
1992,218116.95371
1993,167978.585244
1994,234600.915965
1995,186793.142751
1996,250968.569634
1997,298741.498262
1998,345224.362236
1999,258366.461522
2000,330706.727196
2001,269372.723205
2002,238138.174735
2003,265494.044363
2004,276225.334956
2005,203704.13157
2006,221565.092888
2007,248460.016932
2008,222612.662309
2009,202584.767717
2010,189018.427827
2011,140938.237394
2012,180416.300333
2013,178705.932329
2014,183426.715351
2015,200097.845322
2016,199540.902155
2017,195707.860642
2018,126588.511777
2019,138713.940501
2020,113989.344679
2021,112343.269108
2022,174042.513878
2023,149426.72694
2024,261581.445512
2025,361643.030295
2026,175298.162257
2027,157099.820892
2028,149923.993717
2029,171140.868425
2030,266672.601446
2031,233655.27629
2032,233958.09141
2033,253603.144117
2034,171547.249212
2035,211639.788766
2036,194651.102997
2037,193498.112067
2038,307560.823422
2039,212364.256452
2040,298147.197296
2041,282236.581507
2042,203279.941267
2043,171966.188187
2044,174070.146167
2045,212640.728841
2046,135516.611751
2047,145107.078736
2048,135269.445318
2049,138461.153828
2050,176943.471435
2051,104054.063334
2052,129336.921247
2053,143822.594359
2054,87166.361383
2055,158518.292745
2056,145273.955072
2057,116391.35986
2058,221633.275062
2059,128042.455412
2060,175258.094829
2061,161058.377303
2062,128478.018237
2063,117075.915514
2064,146269.663844
2065,122798.512046
2066,161610.026858
2067,112351.064829
2068,131060.497277
2069,85161.0094785
2070,117030.750439
2071,97558.8114588
2072,130851.592775
2073,135720.683386
2074,185435.940461
2075,149354.435044
2076,124116.305384
2077,157647.4145
2078,134538.621389
2079,133367.247685
2080,118720.877236
2081,123620.173291
2082,135049.916168
2083,141961.462186
2084,109393.774269
2085,124818.307614
2086,122811.883706
2087,118996.331113
2088,97887.1026851
2089,77681.4305744
2090,125952.633537
2091,125248.270808
2092,123083.298471
2093,116297.465241
2094,109695.100818
2095,147335.533253
2096,79879.1949805
2097,94870.6029724
2098,154130.405804
2099,59950.6953011
2100,75841.1431397
2101,111015.516761
2102,120733.781644
2103,111260.386253
2104,131392.212036
2105,124418.466122
2106,60986.8722249
2107,210224.883825
2108,117306.113155
2109,114745.287377
2110,126595.276265
2111,136303.111421
2112,138242.251231
2113,126112.608141
2114,113069.090184
2115,160905.455363
2116,114343.814541
2117,152101.223096
2118,127996.596012
2119,114456.14276
2120,107245.107422
2121,85279.2264068
2122,115344.238533
2123,88512.751534
2124,160354.640535
2125,123910.474215
2126,151028.65696
2127,151559.376968
2128,126287.463117
2129,91755.9476388
2130,141643.037175
2131,139806.231969
2132,111205.834204
2133,123056.163484
2134,121450.953327
2135,89813.0981669
2136,77030.8647386
2137,117772.327441
2138,131370.273529
2139,155396.440516
2140,140953.52879
2141,147693.064749
2142,131863.526968
2143,160348.889369
2144,114374.283902
2145,135624.799319
2146,160693.033106
2147,152639.747081
2148,130681.159271
2149,147728.744647
2150,229685.356473
2151,107472.875292
2152,183153.069284
2153,161663.361682
2154,112657.916538
2155,136853.610362
2156,280433.609651
2157,230675.766836
2158,233427.565099
2159,204670.626245
2160,168911.10617
2161,238374.416869
2162,407070.674099
2163,382170.946794
2164,233450.70018
2165,205222.324909
2166,149272.185944
2167,215629.708729
2168,201946.564664
2169,198282.926716
2170,224174.7866
2171,156444.370755
2172,128774.539351
2173,168555.400052
2174,219010.056625
2175,297320.468668
2176,319677.87611
2177,241508.944636
2178,209570.615343
2179,142712.154918
2180,230792.809977
2181,189797.361829
2182,221068.022914
2183,192219.003514
2184,123030.767331
2185,128159.931529
2186,147302.902662
2187,157089.147331
2188,152306.035544
2189,285574.852319
2190,84111.5259886
2191,76949.3995351
2192,98601.8652003
2193,105894.366142
2194,106658.546338
2195,107918.645203
2196,98658.3298541
2197,115442.673728
2198,152973.765699
2199,195793.09308
2200,149734.440863
2201,138400.36308
2202,225660.706197
2203,137761.419391
2204,192537.665171
2205,116252.263914
2206,148534.768221
2207,213187.765932
2208,237632.452121
2209,249028.671499
2210,123161.604548
2211,111915.358876
2212,122380.260387
2213,107162.505256
2214,139952.326705
2215,102203.642023
2216,145339.500654
2217,66354.1743752
2218,89571.6012198
2219,82917.4044311
2220,80192.0609065
2221,310924.435841
2222,271926.997896
2223,291344.346609
2224,207471.306369
2225,117607.929078
2226,207585.104248
2227,193669.785469
2228,260420.175503
2229,245961.44537
2230,157074.958166
2231,214373.55373
2232,177052.64715
2233,172614.394387
2234,231733.454007
2235,230887.029715
2236,265407.926851
2237,343744.016346
2238,202378.310502
2239,112531.841443
2240,154762.433234
2241,157928.856728
2242,123217.055814
2243,123495.654173
2244,96729.5039299
2245,102587.914798
2246,141178.057897
2247,104645.031433
2248,123926.286571
2249,123975.095231
2250,132614.478405
2251,110505.47039
2252,166403.070429
2253,153594.864402
2254,179302.147004
2255,191586.376959
2256,184735.779326
2257,211059.398534
2258,163846.600961
2259,183133.440639
2260,148594.476703
2261,184384.665945
2262,203880.034779
2263,388630.545623
2264,510498.788942
2265,175089.661574
2266,295221.626708
2267,398348.810851
2268,444015.4398
2269,154758.538587
2270,192864.366297
2271,218903.976273
2272,192296.306368
2273,171479.902116
2274,180200.413242
2275,171924.197257
2276,196175.714823
2277,186385.635846
2278,147475.93951
2279,126942.203589
2280,109270.869431
2281,170241.305094
2282,184238.532011
2283,98548.3553297
2284,111893.933862
2285,135770.530329
2286,127905.334339
2287,353028.629037
2288,279021.679597
2289,405028.703019
2290,459351.26071
2291,324424.157611
2292,464376.179158
2293,493414.038733
2294,413693.776117
2295,480037.31399
2296,288008.867304
2297,320145.602301
2298,323405.153078
2299,409620.7559
2300,328683.807014
2301,280610.840913
2302,241267.450119
2303,240829.482529
2304,242073.208847
2305,180949.852884
2306,179919.757805
2307,192631.577784
2308,216479.343755
2309,278094.554527
2310,216098.393684
2311,185692.900167
2312,176607.702072
2313,175018.543169
2314,159104.875399
2315,175572.555274
2316,183646.89016
2317,181044.325825
2318,173450.161354
2319,176674.610949
2320,184691.004224
2321,229992.447027
2322,166766.780434
2323,181415.391655
2324,177192.931467
2325,211373.779216
2326,169955.18433
2327,217025.897454
2328,231267.036932
2329,188421.010583
2330,182733.185264
2331,368179.448376
2332,390294.993792
2333,307523.79412
2334,264992.151705
2335,257868.36865
2336,345658.475418
